1776724588.417617000,0x0010,7111,,52,1,1
1776724588.417777000,0x0010,53530,,1500,30409,1
1776724588.417797000,0x0018,53530,,1500,31857,1
1776724588.417821000,0x0010,7111,,52,1,1449
1776724588.418933000,0x0010,53530,,1500,33305,1
1776724588.418951000,0x0018,53530,,1500,34753,1
1776724588.421803000,0x0010,7111,,52,1,2897
1776724588.421882000,0x0010,53530,,1500,36201,1
1776724588.421901000,0x0018,53530,,1500,37649,1
1776724588.421924000,0x0010,7111,,52,1,4345
1776724588.423172000,0x0010,53530,,1500,39097,1
1776724588.423178000,0x0018,53530,,1500,40545,1
1776724588.423954000,0x0010,7111,,52,1,5793
1776724588.424023000,0x0010,7111,,52,1,7241
1776724588.425175000,0x0010,53530,,1500,41993,1
1776724588.425192000,0x0018,53530,,1500,43441,1
1776724588.425264000,0x0010,7111,,52,1,8689
1776724588.425328000,0x0010,7111,,52,1,10137
1776724588.426486000,0x0010,7111,,52,1,11585
1776724588.427029000,0x0010,53530,,1500,44889,1
1776724588.427045000,0x0018,53530,,1500,46337,1
1776724588.427669000,0x0010,7111,,52,1,13033
1776724588.428712000,0x0010,53530,,1500,47785,1
1776724588.428730000,0x0018,53530,,1500,49233,1
1776724588.429980000,0x0010,7111,,52,1,14481
1776724588.430052000,0x0010,7111,,52,1,15929
1776724588.430310000,0x0010,53530,,1500,50681,1
1776724588.430328000,0x0018,53530,,1500,52129,1
1776724588.431875000,0x0010,53530,,1500,53577,1
1776724588.431894000,0x0018,53530,,1500,55025,1
1776724588.432019000,0x0010,7111,,52,1,17377
1776724588.433289000,0x0010,7111,,52,1,18825
1776724588.433405000,0x0010,53530,,1500,56473,1
1776724588.433422000,0x0018,53530,,1500,57921,1
1776724588.434609000,0x0010,7111,,52,1,20273
1776724588.434683000,0x0010,7111,,52,1,21721
1776724588.434760000,0x0018,53530,,1500,59369,1
1776724588.435479000,0x0010,53530,,1500,60817,1
1776724588.435491000,0x0018,53530,,1500,62265,1
1776724588.436869000,0x0010,53530,,1500,63713,1
1776724588.436876000,0x0018,53530,,1500,65161,1
1776724588.436934000,0x0010,7111,,52,1,23169
1776724588.437005000,0x0010,7111,,52,1,24617
1776724588.438221000,0x0010,53530,,1500,66609,1
1776724588.438241000,0x0018,53530,,1500,68057,1
1776724588.438864000,0x0010,7111,,52,1,26065
1776724588.438937000,0x0010,7111,,52,1,27513
1776724588.439454000,0x0010,53530,,1500,69505,1
1776724588.439461000,0x0018,53530,,1500,70953,1
1776724588.440743000,0x0010,53530,,1500,72401,1
1776724588.440750000,0x0018,53530,,1500,73849,1
1776724588.441979000,0x0010,53530,,1500,75297,1
1776724588.441992000,0x0018,53530,,1500,76745,1
1776724588.443213000,0x0010,53530,,1500,78193,1
1776724588.443233000,0x0018,53530,,1500,79641,1
1776724588.443292000,0x0010,7111,,52,1,28961
1776724588.443395000,0x0010,7111,,52,1,30409
1776724588.444474000,0x0010,53530,,1500,81089,1
1776724588.444486000,0x0018,53530,,1500,82537,1
1776724588.445605000,0x0010,53530,,1500,83985,1
1776724588.445625000,0x0018,53530,,1500,85433,1
1776724588.446778000,0x0010,53530,,1500,86881,1
1776724588.446798000,0x0018,53530,,1500,88329,1
1776724588.447961000,0x0010,53530,,1500,89777,1
1776724588.447980000,0x0018,53530,,1500,91225,1
1776724588.449133000,0x0010,53530,,1500,92673,1
1776724588.470780000,0x0010,7111,0.053003000,52,1,31857
1776724588.470921000,0x0010,53530,,1500,94121,1
1776724588.470940000,0x0018,53530,,1500,95569,1
1776724588.470962000,0x0010,7111,0.053165000,52,1,33305
1776724588.471505000,0x0010,53530,,1500,97017,1
1776724588.471516000,0x0018,53530,,1500,98465,1
1776724588.473268000,0x0010,7111,0.054335000,52,1,34753
1776724588.473410000,0x0010,53530,,1500,99913,1
1776724588.473420000,0x0018,53530,,1500,101361,1
1776724588.473448000,0x0010,7111,0.054497000,52,1,36201
1776724588.473922000,0x0010,53530,,1500,102809,1
1776724588.473938000,0x0018,53530,,1500,104257,1
1776724588.474530000,0x0010,7111,0.052648000,52,1,37649
1776724588.474595000,0x0010,7111,0.052694000,52,1,39097
1776724588.474993000,0x0010,53530,,1500,105705,1
1776724588.475010000,0x0018,53530,,1500,107153,1
1776724588.475765000,0x0010,7111,0.052593000,52,1,40545
1776724588.475831000,0x0010,7111,0.052653000,52,1,41993
1776724588.476024000,0x0010,53530,,1500,108601,1
1776724588.476040000,0x0018,53530,,1500,110049,1
1776724588.477017000,0x0010,53530,,1500,111497,1
1776724588.477033000,0x0018,53530,,1500,112945,1
1776724588.477726000,0x0010,7111,0.052551000,52,1,43441
1776724588.477790000,0x0010,7111,0.052598000,52,1,44889
1776724588.478011000,0x0010,53530,,1500,114393,1
1776724588.478028000,0x0018,53530,,1500,115841,1
1776724588.478968000,0x0010,53530,,1500,117289,1
1776724588.478984000,0x0018,53530,,1500,118737,1
1776724588.479888000,0x0010,7111,0.052859000,52,1,46337
1776724588.479965000,0x0010,53530,,1500,120185,1
1776724588.479981000,0x0018,53530,,1500,121633,1
1776724588.480003000,0x0010,7111,0.052958000,52,1,47785
1776724588.480854000,0x0010,53530,,1500,123081,1
1776724588.481322000,0x0010,53530,,1500,124529,1
1776724588.481337000,0x0018,53530,,1500,125977,1
1776724588.482029000,0x0010,7111,0.053317000,52,1,49233
1776724588.482095000,0x0010,7111,0.053365000,52,1,50681
1776724588.482156000,0x0010,7111,0.051846000,52,1,52129
1776724588.482235000,0x0010,53530,,1500,127425,1
1776724588.482252000,0x0018,53530,,1500,128873,1
1776724588.483116000,0x0010,53530,,1500,130321,1
1776724588.483127000,0x0018,53530,,1500,131769,1
1776724588.483363000,0x0010,7111,0.053035000,52,1,53577
1776724588.483998000,0x0010,53530,,1500,133217,1
1776724588.484008000,0x0018,53530,,1500,134665,1
1776724588.484848000,0x0010,53530,,1500,136113,1
1776724588.484858000,0x0018,53530,,1500,137561,1
1776724588.485388000,0x0010,7111,0.053513000,52,1,55025
1776724588.485429000,0x0010,7111,0.053535000,52,1,56473
1776724588.485464000,0x0010,7111,0.052059000,52,1,57921
1776724588.485499000,0x0010,7111,0.052077000,52,1,59369
1776724588.485709000,0x0010,53530,,1500,139009,1
1776724588.485718000,0x0018,53530,,1500,140457,1
1776724588.486505000,0x0010,53530,,1500,141905,1
1776724588.486516000,0x0018,53530,,1500,143353,1
1776724588.487323000,0x0010,53530,,1500,144801,1
1776724588.487333000,0x0018,53530,,1500,146249,1
1776724588.487657000,0x0010,7111,0.052897000,52,1,60817
